pt_code;pt_codeext;pt_etiquet;pt_nd_code;pt_ad_code;pt_gest_do;pt_prop_do;pt_prop;pt_gest;pt_user;pt_proptyp;pt_statut;pt_etat;pt_dateins;pt_datemes;pt_avct;pt_typephy;pt_typelog;pt_rf_code;pt_nature;pt_secu;pt_occp;pt_a_dan;pt_a_dtetu;pt_a_struc;pt_a_haut;pt_a_passa;pt_a_strat;pt_rotatio;pt_detec;pt_comment;pt_creadat;pt_majdate;pt_majsrc;pt_abddate;pt_abdsrc
PT716000000123;0719675/71059;CD71-0719675/71059;ND716000000123;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000124;0720456/71059;CD71-0720456/71059;ND716000000124;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000125;0720458/71059;CD71-0720458/71059;ND716000000125;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000126;0720448/71059;CD71-0720448/71059;ND716000000126;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000127;0208008/71059;CD71-0208008/71059;ND716000000127;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000128;0719662/71059;CD71-0719662/71059;ND716000000128;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000129;0720446/71059;CD71-0720446/71059;ND716000000129;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000130;0208009/71059;CD71-0208009/71059;ND716000000130;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000131;0720435/71059;CD71-0720435/71059;ND716000000131;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000132;0720440/71059;CD71-0720440/71059;ND716000000132;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000133;0720442/71059;CD71-0720442/71059;ND716000000133;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000134;0720445/71059;CD71-0720445/71059;ND716000000134;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000135;0719664/71059;CD71-0719664/71059;ND716000000135;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000136;0208006/71059;CD71-0208006/71059;ND716000000136;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000137;0208007/71059;CD71-0208007/71059;ND716000000137;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000138;0102463/71059;CD71-0102463/71059;ND716000000138;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000139;0102464/71059;CD71-0102464/71059;ND716000000139;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000140;0102467/71059;CD71-0102467/71059;ND716000000140;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000141;0102468/71059;CD71-0102468/71059;ND716000000141;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000142;0102469/71059;CD71-0102469/71059;ND716000000142;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000143;0206975/71059;CD71-0206975/71059;ND716000000143;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000144;0720434/71059;CD71-0720434/71059;ND716000000144;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000145;0720437/71059;CD71-0720437/71059;ND716000000145;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000146;0719696/71059;CD71-0719696/71059;ND716000000146;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000147;0719673/71059;CD71-0719673/71059;ND716000000147;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000148;0719688/71059;CD71-0719688/71059;ND716000000148;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000149;0719690/71059;CD71-0719690/71059;ND716000000149;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000150;0208010/71059;CD71-0208010/71059;ND716000000150;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000151;0102465/71059;CD71-0102465/71059;ND716000000151;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000152;0102466/71059;CD71-0102466/71059;ND716000000152;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000153;0206957/71059;CD71-0206957/71059;ND716000000153;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000154;0206976/71059;CD71-0206976/71059;ND716000000154;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000155;0206984/71059;CD71-0206984/71059;ND716000000155;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000156;0206938/71059;CD71-0206938/71059;ND716000000156;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000157;0206955/71059;CD71-0206955/71059;ND716000000157;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000158;BT205/71059;CD71-BT205/71059;ND716000000158;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000159;BT206/71059;CD71-BT206/71059;ND716000000159;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000160;A717364/71059;CD71-A717364/71059;ND716000000160;;;;OR710000000571;OR710000000005;;LOC;REC;NC;;;C;A;I;;PIND;f;;;;SIMPLE;10.00;;;;;;29/08/2022 00:00;;;;
PT716000000161;BT208/71059;CD71-BT208/71059;ND716000000161;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000162;BT209/71059;CD71-BT209/71059;ND716000000162;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000163;BT214/71059;CD71-BT214/71059;ND716000000163;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000164;BT215/71059;CD71-BT215/71059;ND716000000164;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000165;A717362/71059;CD71-A717362/71059;ND716000000165;;;;OR710000000571;OR710000000005;;LOC;REC;NC;;;C;A;I;;PIND;f;;;;SIMPLE;10.00;;;;;;29/08/2022 00:00;;;;
PT716000000166;BT217/71059;CD71-BT217/71059;ND716000000166;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000168;BT219/71059;CD71-BT219/71059;ND716000000168;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000169;BT222/71059;CD71-BT222/71059;ND716000000169;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000170;0206950/71059;CD71-0206950/71059;ND716000000170;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000171;BT224/71059;CD71-BT224/71059;ND716000000171;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000172;BT225/71059;CD71-BT225/71059;ND716000000172;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000173;BT226/71059;CD71-BT226/71059;ND716000000173;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000174;BT227/71059;CD71-BT227/71059;ND716000000174;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000175;BT228/71059;CD71-BT228/71059;ND716000000175;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000176;BT229/71059;CD71-BT229/71059;ND716000000176;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000177;BT230/71059;CD71-BT230/71059;ND716000000177;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000178;BT231/71059;CD71-BT231/71059;ND716000000178;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000179;BT232/71059;CD71-BT232/71059;ND716000000179;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000180;BT233/71059;CD71-BT233/71059;ND716000000180;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000181;AE_1/71059;CD71-AE_1/71059;ND716000000181;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000182;BT235/71059;CD71-BT235/71059;ND716000000182;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000183;0720454/71059;CD71-0720454/71059;ND716000000183;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000184;BT238/71059;CD71-BT238/71059;ND716000000184;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000185;BT239/71059;CD71-BT239/71059;ND716000000185;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000186;BT240/71059;CD71-BT240/71059;ND716000000186;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000187;BT241/71059;CD71-BT241/71059;ND716000000187;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000188;BT242/71059;CD71-BT242/71059;ND716000000188;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000189;BT244/71059;CD71-BT244/71059;ND716000000189;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000190;BT245/71059;CD71-BT245/71059;ND716000000190;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000191;BT246/71059;CD71-BT246/71059;ND716000000191;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000192;0206942/71059;CD71-0206942/71059;ND716000000192;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000193;BT251/71059;CD71-BT251/71059;ND716000000193;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000194;BT252/71059;CD71-BT252/71059;ND716000000194;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000195;BT254/71059;CD71-BT254/71059;ND716000000195;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000196;BT258/71059;CD71-BT258/71059;ND716000000196;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000197;BT259/71059;CD71-BT259/71059;ND716000000197;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000198;BT260/71059;CD71-BT260/71059;ND716000000198;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000199;BT261/71059;CD71-BT261/71059;ND716000000199;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000200;BT263/71059;CD71-BT263/71059;ND716000000200;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000201;BT268/71059;CD71-BT268/71059;ND716000000201;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;NOUVEAU;29/08/2022 00:00;;;;
PT716000000202;0720449/71059;CD71-0720449/71059;ND716000000202;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000203;FAC122;CD71-FAC122;ND716000000203;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000204;POT16;CD71-POT16;ND716000000204;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000205;0720451/71059;CD71-0720451/71059;ND716000000205;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000206;FAC123;CD71-FAC123;ND716000000206;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000207;FAC124;CD71-FAC124;ND716000000207;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000208;FAC125;CD71-FAC125;ND716000000208;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000209;FAC126;CD71-FAC126;ND716000000209;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000210;FAC127;CD71-FAC127;ND716000000210;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000211;FAC128;CD71-FAC128;ND716000000211;;;;OR710000000571;OR710000000571;;LOC;REC;NC;;;E;F;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000212;BT306/71059;CD71-BT306/71059;ND716000000212;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000213;BT307/71059;CD71-BT307/71059;ND716000000213;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000214;0732369/71059;CD71-0732369/71059;ND716000000214;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000215;C716007/71059;CD71-C716007/71059;ND716000000215;;;;OR710000000571;OR710000000005;;LOC;REC;NC;;;E;C;I;;L3T;f;;;;;;;;;;NRO71153CRI_08_S;29/08/2022 00:00;;;;
PT716000000216;BT317/71059;CD71-BT317/71059;ND716000000216;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000217;C716008/71059;CD71-C716008/71059;ND716000000217;;;;OR710000000571;OR710000000005;;LOC;REC;NC;;;C;C;I;;L2T;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000218;0FT01/71059;CD71-0FT01/71059;ND716000000218;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;C;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000219;0FT02/71059;CD71-0FT02/71059;ND716000000219;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;C;I;;IND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000220;0208053/71059;CD71-0208053/71059;ND716000000220;;;;OR000000000001;OR000000000001;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000221;BT2/71059;CD71-BT2/71059;ND716000000221;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;29/08/2022 00:00;;;;
PT716000000222;BT218/71059;CD71-BT218/71059;ND716000000167;;;;OR000000000002;OR000000000002;;LOC;REC;NC;;;E;A;I;;PIND;f;;;;;;;;;;;27/07/2023 00:00;;;;
